Question,Answer,Age,Gender,Personality
I tend to focus on specifics rather than generalities.,5,35,0,Sensing
I am good at remembering details and specifics.,5,38,0,Sensing
I trust my intuition to guide me in uncertain situations.,5,27,1,Sensing
I enjoy brainstorming and exploring new possibilities.,5,43,0,Sensing
I often have hunches or gut feelings about things.,5,18,1,Sensing
I enjoy imagining future scenarios and possibilities.,5,23,0,Sensing
I tend to see patterns and connections between seemingly unrelated things.,5,46,1,Sensing
I prefer to explore multiple options rather than settling on one solution.,5,24,0,Sensing
I value logic and reason over emotions when making decisions.,5,42,0,Feeling
I tend to analyze situations objectively rather than considering how they make me feel.,5,27,0,Feeling
I prefer to give feedback based on facts and evidence rather than emotions.,5,34,0,Feeling
I believe it is important to maintain emotional detachment in professional settings.,5,22,1,Feeling
I prioritize fairness and justice over empathy and compassion.,5,25,0,Feeling
I tend to prioritize logical consistency over accommodating the feelings of others.,5,50,1,Feeling
I prefer to solve problems using logical analysis rather than empathetic understanding.,5,32,0,Feeling
I find it easier to express thoughts and ideas than emotions.,5,37,0,Feeling
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",5,28,0,Feeling
I value efficiency and effectiveness over maintaining harmony in relationships.,5,23,1,Feeling
I prefer to make decisions based on objective criteria rather than personal values.,5,45,0,Feeling
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,5,49,0,Feeling
I value honesty and transparency in relationships.,5,41,1,Feeling
I believe in constructive criticism even if it may be perceived as harsh.,5,49,1,Feeling
I prefer to keep my emotions private rather than sharing them with others.,5,38,0,Feeling
I tend to rely on logic rather than intuition when solving problems.,5,41,0,Feeling
I find it challenging to empathize with the emotions of others.,5,38,1,Feeling
I believe in treating everyone fairly and equally.,5,20,0,Feeling
I prefer to address conflicts rationally rather than emotionally.,5,31,1,Feeling
I believe it is important to remain objective in decision-making.,5,26,1,Feeling
I prioritize practical considerations over emotional ones.,5,33,1,Feeling
I tend to suppress my emotions in favour of logical reasoning.,5,43,0,Feeling
I find it easier to discuss ideas and concepts than personal feelings.,5,24,0,Feeling
I prefer to rely on facts and evidence rather than intuition or gut feelings.,5,41,1,Feeling
I believe in being straightforward in communication.,5,45,0,Feeling
I prefer to plan rather than go with the flow.,5,21,1,Perceiving
I feel uncomfortable with uncertainty and prefer to have a clear plan.,5,48,1,Perceiving
I like to make decisions quickly rather than keeping my options open.,5,44,1,Perceiving
I feel stressed when things are left to the last minute.,5,43,0,Perceiving
I enjoy having a structured routine and sticking to a schedule.,5,37,0,Perceiving
I prefer to complete tasks before moving on to new ones.,5,33,0,Perceiving
I feel satisfied when I accomplish my goals on schedule.,5,34,0,Perceiving
I like to have a clear plan of action before starting a project.,5,47,0,Perceiving
I find it difficult to adapt to changes in plans.,5,48,0,Perceiving
I prefer to work on one task at a time rather than juggle multiple tasks.,5,49,1,Perceiving
I feel more comfortable when things are organized and predictable.,5,47,0,Perceiving
I enjoy setting goals and working towards achieving them.,5,18,1,Perceiving
I prefer to follow a set schedule rather than improvise.,5,19,0,Perceiving
I feel anxious when I have too many open-ended tasks.,5,38,1,Perceiving
I tend to stick to my plans even if unexpected opportunities arise.,5,41,0,Perceiving
I prefer to make decisions quickly rather than ponder all the possibilities.,5,33,0,Perceiving
I enjoy having a clear sense of direction and purpose.,5,26,1,Perceiving
I feel unsettled when plans change at the last minute.,5,19,0,Perceiving
I prefer to make lists and schedules to stay organized.,5,30,0,Perceiving
I feel satisfied when I can check items off my to-do list.,5,46,0,Perceiving
I find it difficult to relax until I have completed my tasks.,5,48,1,Perceiving
I prefer to have deadlines to motivate me to complete tasks.,5,19,0,Perceiving
I enjoy having a sense of closure and completion.,5,36,1,Perceiving
I feel more productive when I have a clear plan in place.,5,49,1,Perceiving
I prefer to stick to my plans rather than being spontaneous.,5,41,0,Perceiving
I prefer quiet evenings at home rather than going out to parties.,6,29,1,Extroversion
I enjoy spending time alone with my thoughts.,6,47,0,Extroversion
I find large social gatherings overwhelming.,6,19,0,Extroversion
I feel drained after spending too much time in social settings.,6,23,1,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,6,47,1,Extroversion
I tend to listen more than I talk in social situations.,6,35,0,Extroversion
I feel energized after spending time alone.,6,21,1,Extroversion
I seek out opportunities to meet new people and try new experiences.,6,38,1,Extroversion
I feel comfortable being the centre of attention in a group.,6,35,1,Extroversion
I enjoy networking and meeting new people.,6,26,0,Extroversion
I feel excited and energized in social situations.,6,45,0,Extroversion
I often initiate conversations with strangers.,6,47,0,Extroversion
I enjoy being part of a large group and participating in group activities.,6,43,0,Extroversion
I prefer to work in a team rather than independently.,6,22,0,Extroversion
I feel comfortable speaking in front of large audiences.,6,41,0,Extroversion
I enjoy attending social events and parties.,6,39,1,Extroversion
I prefer to think before I speak in social situations.,6,33,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,6,21,0,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,6,38,0,Extroversion
I feel energized by interacting with others.,6,41,1,Extroversion
I prefer to have a few close friends rather than many acquaintances.,6,44,0,Extroversion
I find it easy to approach strangers and start conversations.,6,24,0,Extroversion
I prefer activities that I can do alone rather than in a group.,6,36,1,Extroversion
I feel uncomfortable in situations where I do not know anyone.,6,21,1,Extroversion
I prefer to observe rather than participate in group activities.,6,40,0,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",6,34,0,Intuition
I prefer to focus on details rather than seeing the big picture.,6,20,0,Intuition
I rely on facts and evidence when making decisions.,6,48,0,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,6,47,0,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,6,18,1,Intuition
"I prefer concrete, tangible information over abstract concepts.",6,29,0,Intuition
I enjoy activities that require careful attention to detail.,6,23,1,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,6,22,1,Intuition
I tend to notice small changes in my environment.,6,43,1,Intuition
I trust my senses to provide accurate information about the world.,6,28,1,Intuition
I enjoy using practical skills to solve problems.,6,28,1,Intuition
I focus on what is real and tangible rather than what could be.,6,23,1,Intuition
I prefer to stick to proven methods rather than trying new approaches.,6,39,1,Intuition
I trust my observations and experiences over theories and concepts.,6,26,1,Intuition
"I enjoy activities that engage my senses, like cooking or gardening.",6,34,0,Intuition
I prefer to rely on established procedures rather than improvising.,6,32,1,Intuition
I prefer to have all the facts before making a decision.,6,23,0,Intuition
I tend to focus on specifics rather than generalities.,6,24,1,Intuition
I am good at remembering details and specifics.,6,49,1,Intuition
I trust my intuition to guide me in uncertain situations.,6,31,0,Intuition
I enjoy brainstorming and exploring new possibilities.,6,48,1,Intuition
I often have hunches or gut feelings about things.,6,44,1,Intuition
I enjoy imagining future scenarios and possibilities.,6,48,0,Intuition
I tend to see patterns and connections between seemingly unrelated things.,6,29,0,Intuition
I prefer to explore multiple options rather than settling on one solution.,6,41,1,Intuition
I value logic and reason over emotions when making decisions.,6,32,1,Thinking
I tend to analyze situations objectively rather than considering how they make me feel.,6,21,0,Thinking
I prefer to give feedback based on facts and evidence rather than emotions.,6,20,1,Thinking
I believe it is important to maintain emotional detachment in professional settings.,6,19,1,Thinking
